composer_label,title,mxl_path,chord_event_count,chord_quality_total,chord_quality_major_pct,chord_quality_minor_pct,chord_quality_diminished_pct,chord_quality_augmented_pct,chord_quality_other_pct,harmonic_density_mean,dissonance_ratio,dissonant_note_count,passing_tone_ratio,appoggiatura_ratio,other_dissonance_ratio,roman_chord_count,deceptive_cadence_ratio,modal_interchange_ratio
Bach,Fantasie und Fuge,/Users/victor/JuFo2026/15571083/mxl/13/36/QmVpXy2P42TYWQ7zBtWVk7dZmFv8QBmz7dhAaSjjggdAHw.mxl,1931,1931,24.90937338166753,35.6809943034697,8.285862247540136,2.1232522009321597,29.000517866390474,2.813050233039876,0.61315380631797,902,0.09201773835920177,0.013303769401330377,0.8946784922394678,1813,0.017660044150110375,0.13017098731384447
Bach,J.S. Bach Nun freut euch lieben Christen Arrt F. Busoni,/Users/victor/JuFo2026/15571083/mxl/16/1/QmY2WMwzrxQuDxX7JybHjSaiQH95z2ASWp55srpAa97MWG.mxl,1220,1220,29.508196721311474,27.62295081967213,3.6885245901639343,0.16393442622950818,39.01639344262295,2.4778688524590162,0.5081967213114754,591,0.24534686971235195,0.0,0.754653130287648,1190,0.01682085786375105,0.015126050420168067
Bach,Bach's chorale harmonisations 121-240 (Breitkopf numbering no text),/Users/victor/JuFo2026/15571083/mxl/12/16/QmUDcPN9uYUGpqmLK4Lx1FL6kkNidYPfNwrZJrwb4DhFpT.mxl,10345,10345,52.8757854035766,30.53649105848236,7.800869985500242,0.7926534557757371,7.994200096665055,3.279748670855486,0.48400193330111163,7549,0.021724731752550006,0.02145979599947013,0.9568154722479799,9851,0.02284263959390863,0.24819815247183027
Bach,Bach js capriccio bwv 992,/Users/victor/JuFo2026/15571083/mxl/11/48/QmTvJh1vZRJXz5St8CwcgBRSUvuw84jPyMCksH31x6shJf.mxl,1593,1593,32.14061519146265,24.042686754551163,3.1387319522912747,0.06277463904582549,40.61519146264909,2.189579409918393,0.2780916509730069,649,0.06471494607087827,0.009244992295839754,0.926040061633282,1254,0.02314445331205108,0.05980861244019139
Bach,J.S. Bach Partita No.3 1. Fantasia BWV 827,/Users/victor/JuFo2026/15571083/mxl/12/5/QmU69NWXPs3JghtSsoqNjW2YBUS5HJepCEEnb14xZ4B4m6.mxl,715,715,22.517482517482517,20.41958041958042,0.0,0.0,57.06293706293706,1.897902097902098,0.3174825174825175,290,0.03103448275862069,0.027586206896551724,0.9413793103448276,703,0.027065527065527065,0.08392603129445235
Bach,Minuet in F Major BWV 116 Anh. 113 by JS Bach,/Users/victor/JuFo2026/15571083/mxl/17/30/QmZLB5s1pGDSPhmWx5Zwkt1APsVUQpbvyEqwvi9WP1xxzF.mxl,178,178,20.786516853932586,19.101123595505616,0.0,0.0,60.1123595505618,1.853932584269663,0.25280898876404495,72,0.16666666666666666,0.027777777777777776,0.8055555555555556,173,0.005813953488372093,0.005780346820809248
Bach,Preludio I J S Bach Czerny,/Users/victor/JuFo2026/15571083/mxl/13/19/QmVf4NvWmiKAsctGpvYeUEtEV9t92SVTuMuXtswBFYMHr9.mxl,561,561,27.450980392156865,21.568627450980394,3.5650623885918007,0.7130124777183601,46.702317290552585,2.2976827094474155,0.38146167557932265,179,0.0,0.0,1.0,452,0.0,0.10176991150442478
Bach,J.S. Bach Choralvorspiel Ich ruf' zu dir Herr BWV 639 (Arrt F. Busoni),/Users/victor/JuFo2026/15571083/mxl/4/23/QmehfxKmagAUes7CGojrhYeWmDZJr89mp6WtJAcZLhHrJi.mxl,360,360,37.22222222222222,31.666666666666664,6.944444444444445,0.0,24.166666666666668,2.938888888888889,0.5166666666666667,159,0.018867924528301886,0.025157232704402517,0.9559748427672956,303,0.016556291390728478,0.09900990099009901
Bach,Bach Violin Concerto in A minor BWV 1041,/Users/victor/JuFo2026/15571083/mxl/16/9/QmYagSHmxZDVqj8bw47RDNo8GnqrE1SHucUmwQdnuBYcNA.mxl,1283,1283,18.394388152766954,22.369446609508962,1.6367887763055338,0.3897116134060795,57.20966484801247,2.083398285268901,0.4302416212003118,482,0.12863070539419086,0.008298755186721992,0.8630705394190872,1226,0.014693877551020407,0.0766721044045677
Bach,Prelude BWV 1006,/Users/victor/JuFo2026/15571083/mxl/15/20/QmXF1zqjqvJWwJQX2uJgqKZPzcnB4x5UM8VAEmU2WQtsTY.mxl,1640,1640,5.914634146341463,4.2682926829268295,0.0,0.0,89.8170731707317,1.2182926829268292,0.07926829268292683,182,0.07692307692307693,0.01098901098901099,0.9120879120879121,1539,0.022106631989596878,0.004548408057179987
Bach,Fuga 1 in C - Dur BWV 846 J.S Bach,/Users/victor/JuFo2026/15571083/mxl/6/47/QmNUb9naFC7iTu4pG8qErcXarTucy5V6jiGEWqKvjvBHXP.mxl,399,399,37.34335839598997,30.075187969924812,9.273182957393484,1.0025062656641603,22.305764411027567,2.8320802005012533,0.5864661654135338,208,0.08653846153846154,0.014423076923076924,0.8990384615384616,390,0.02570694087403599,0.015384615384615385
Bach,Bach Fugue in G Minor BWV 542 (Piano solo),/Users/victor/JuFo2026/15571083/mxl/4/31/QmemwP73tZHAVDyP81DutePDjdXsPWVJr1iFD86THdinmA.mxl,1796,1796,30.233853006681517,31.180400890868597,3.6748329621380846,1.2249443207126949,33.68596881959911,2.507238307349666,0.45601336302895323,934,0.028907922912205567,0.008565310492505354,0.9625267665952891,1724,0.017411491584445733,0.09976798143851508
